image_file,category,subcategory,current_height,current_width,source,searched_label,resize_factor,H,FA,n_resp,memorability_wo_fa_correction,memorability_w_fa_correction,memoir_h,memoir_f,memoir_nresp,memoir_mem_score_yfa,memoir_mem_score_nfa,mean_response_time
1537f41b7a4fc016.jpg,sports,lacrosse,347.0,235.0,open images,Lacrosse,0.162593607,69,4,106,0.650943396226415,0.613207547169811,55.0,11.0,85.0,0.5176470588235295,0.6470588235294118,684.672131147541
15a2add6831c1e7b.jpg,landscape,wetland,407.0,613.0,open images,Wetland,0.383392295,66,3,101,0.653465346534653,0.623762376237624,52.0,13.0,88.0,0.4431818181818182,0.5909090909090909,678.1774193548387
16557ffcb475ee5c.jpg,landscape,plantation,346.0,461.0,open images,Plantation,0.288675135,65,0,89,0.730337078651685,0.730337078651685,52.0,11.0,83.0,0.4939759036144578,0.6265060240963856,673.0655737704918
177b07564e5e03a9.jpg,sports,bicycling racing,429.0,285.0,open images,Bicycle racing_Road cycling,0.100154545,57,9,97,0.587628865979381,0.494845360824742,49.0,11.0,80.0,0.475,0.6125,706.2
1805dc51e061ee3f.jpg,sports,lacrosse,244.0,367.0,open images,Lacrosse,0.191366386,45,4,88,0.511363636363636,0.465909090909091,69.0,12.0,92.0,0.6195652173913043,0.75,698.3896103896104
18a997d97b0f209d.jpg,sports,track and field,261.0,467.0,open images,Track and field athletics,0.146505135,77,17,105,0.733333333333333,0.571428571428571,57.0,11.0,75.0,0.6133333333333333,0.76,663.734375
192c3e482444f853.jpg,sports,field hockey,204.0,306.0,open images,Field hockey,0.063788795,63,14,86,0.732558139534884,0.569767441860465,73.0,24.0,86.0,0.5697674418604651,0.8488372093023255,653.1304347826087
19ad73a14d324952.jpg,sports,volleyball,500.0,333.0,open images,Volleyball,0.086805556,87,2,104,0.836538461538462,0.817307692307692,68.0,16.0,89.0,0.5842696629213483,0.7640449438202247,623.6493506493506
1b1e98b5f9cc8b50.jpg,sports,japanese martial arts,216.0,288.0,open images,Japanese martial arts,0.079132438,61,7,102,0.598039215686274,0.529411764705882,85.0,16.0,155.0,0.44516129032258067,0.5483870967741935,695.2553191489362
1b1ec74ad2005f06.jpg,sports,lacrosse,326.0,489.0,open images,Lacrosse,0.255155182,84,22,113,0.743362831858407,0.548672566371681,50.0,11.0,66.0,0.5909090909090909,0.7575757575757576,692.8448275862069
1bbb133de9623768.jpg,sports,japanese martial arts,476.0,635.0,open images,Japanese martial arts,0.496160388,125,2,136,0.919117647058823,0.904411764705882,127.0,21.0,160.0,0.6625,0.79375,671.468085106383
1bd57202eab83f72.jpg,sports,gymnastics,306.0,204.0,open images,Gymnastics,0.272165527,85,2,104,0.817307692307692,0.798076923076923,73.0,9.0,85.0,0.7529411764705882,0.8588235294117647,666.283950617284
1bf7b18e9816e5c6.jpg,sports,golf,335.0,503.0,open images,Golfer,0.11784569,88,2,105,0.838095238095238,0.819047619047619,58.0,8.0,79.0,0.6329113924050633,0.7341772151898734,717.1587301587301
1c5af1d984d53333.jpg,sports,skateboarding,203.0,306.0,open images,Skateboarder,0.101926261,55,3,100,0.55,0.52,52.0,11.0,74.0,0.5540540540540541,0.7027027027027027,712.4
1f92541b4f439e51.jpg,sports,japanese martial arts,500.0,500.0,open images,Japanese martial arts,0.151377536,90,3,96,0.9375,0.90625,61.0,4.0,70.0,0.8142857142857143,0.8714285714285714,709.1896551724138
208fcde7b90bcbf8.jpg,sports,roller skating,303.0,404.0,open images,Person_Roller skating,0.123818992,97,2,104,0.932692307692308,0.913461538461538,76.0,14.0,84.0,0.7380952380952381,0.9047619047619048,659.0470588235294
23b73886e375fa7e.jpg,sports,ice hockey,285.0,429.0,open images,Ice hockey,0.214760303,77,0,96,0.802083333333333,0.802083333333333,139.0,6.0,151.0,0.8807947019867549,0.9205298013245033,662.4714285714285
2534461df861856c.jpg,landscape,plantation,368.0,554.0,open images,Plantation,0.541650376,58,5,106,0.547169811320755,0.5,33.0,1.0,73.0,0.4383561643835616,0.4520547945205479,703.59375
26478d643e707a68.jpg,sports,archery,409.0,611.0,open images,Target archery_Sports,0.17870391,94,0,112,0.839285714285714,0.839285714285714,67.0,6.0,83.0,0.7349397590361446,0.8072289156626506,701.9855072463768
268ae58502ee8494.jpg,landscape,badlands,489.0,735.0,open images,Canyon,0.752917324,61,2,89,0.685393258426966,0.662921348314607,56.0,6.0,72.0,0.6944444444444444,0.7777777777777778,672.2131147540983
269ff2d9438b0934.jpg,sports,archery,335.0,365.0,open images,Target archery_Sports,0.174413821,91,7,107,0.850467289719626,0.785046728971963,70.0,18.0,85.0,0.611764705882353,0.8235294117647058,643.1149425287356
26b45e4572605eb1.jpg,sports,field hockey,368.0,552.0,open images,Field hockey,0.119954303,48,8,114,0.421052631578947,0.350877192982456,45.0,16.0,72.0,0.4027777777777778,0.625,675.8545454545455
26ed450961730c81.jpg,sports,volleyball,244.0,367.0,open images,Volleyball,0.11815209,70,10,101,0.693069306930693,0.594059405940594,64.0,15.0,90.0,0.5444444444444444,0.7111111111111111,638.6962025316456
287d1a6207b6ceeb.jpg,sports,figure skating,284.0,562.0,open images,Figure skating,0.199855806,112,2,122,0.918032786885246,0.901639344262295,62.0,2.0,71.0,0.8450704225352113,0.8732394366197183,665.2786885245902
29af2f1dd764c49f.jpg,sports,japanese martial arts,367.0,551.0,open images,Japanese martial arts,0.478415965,75,15,92,0.815217391304348,0.652173913043478,79.0,21.0,84.0,0.6904761904761905,0.9404761904761905,627.5934065934066
2a28eabff35bd2f7.jpg,sports,volleyball,204.0,306.0,open images,Volleyball,0.059063699,93,2,102,0.911764705882353,0.892156862745098,77.0,13.0,85.0,0.7529411764705882,0.9058823529411765,643.3176470588236
2b08282fb15a689b.jpg,landscape,wetland,450.0,650.0,open images,Wetland,1.0,63,0,90,0.7,0.7,95.0,15.0,153.0,0.5228758169934641,0.6209150326797386,670.2233009708738
2be435d58d5e858d.jpg,sports,gymnastics,219.0,284.0,open images,Gymnastics,0.203457894,109,1,113,0.964601769911504,0.955752212389381,66.0,3.0,69.0,0.9130434782608695,0.9565217391304348,649.125
2cc511fa46b55b76.jpg,sports,bicycling racing,489.0,734.0,open images,Bicycle racing_Road cycling,0.141752879,89,9,106,0.839622641509434,0.754716981132076,129.0,38.0,148.0,0.6148648648648649,0.8716216216216216,667.2484076433121
2d0e3d74e9d9c96d.jpg,sports,gymnastics,327.0,218.0,open images,Gymnastics,0.077062321,78,2,111,0.702702702702703,0.684684684684685,104.0,13.0,155.0,0.5870967741935483,0.6709677419354839,692.4910714285714
2d8e0ed06405b1d9.jpg,sports,rugby,327.0,488.0,open images,Rugby,0.126262626,56,10,97,0.577319587628866,0.474226804123711,62.0,13.0,83.0,0.5903614457831325,0.7469879518072289,664.8904109589041
2dd9378cf8e0c8ad.jpg,landscape,jungle,311.0,414.0,open images,Jungle,0.182514222,90,10,101,0.891089108910891,0.792079207920792,77.0,16.0,87.0,0.7011494252873564,0.8850574712643678,655.7111111111111
2f8646054639f943.jpg,sports,roller skating,461.0,655.0,open images,Person_Roller skating,0.38528502,71,5,90,0.788888888888889,0.733333333333333,59.0,6.0,81.0,0.654320987654321,0.7283950617283951,721.2333333333333
2f9ea40fc5161426.jpg,sports,gymnastics,454.0,324.0,open images,Gymnastics,0.224190726,82,0,88,0.931818181818182,0.931818181818182,71.0,8.0,88.0,0.7159090909090909,0.8068181818181818,676.2
2fd1948266c82802.jpg,sports,japanese martial arts,260.0,345.0,open images,Japanese martial arts,0.111962499,70,12,93,0.752688172043011,0.623655913978495,58.0,4.0,70.0,0.7714285714285715,0.8285714285714286,659.5272727272727
2fdb25f2d29f9efa.jpg,sports,skateboarding,306.0,203.0,open images,Skateboarder,0.101926261,81,2,95,0.852631578947368,0.831578947368421,69.0,12.0,92.0,0.6195652173913043,0.75,705.56
2fdbe9ca76fdfd99.jpg,landscape,jungle,346.0,461.0,open images,Jungle,0.288675135,92,5,114,0.807017543859649,0.763157894736842,60.0,8.0,94.0,0.5531914893617021,0.6382978723404256,645.109375
303d5c824614b59d.jpg,sports,gymnastics,370.0,247.0,open images,Gymnastics,0.148308161,62,3,101,0.613861386138614,0.584158415841584,72.0,11.0,152.0,0.40131578947368424,0.47368421052631576,788.3703703703703
336bacff8461dbaa.jpg,sports,track and field,474.0,413.0,open images,Track and field athletics,0.19676429,93,2,100,0.93,0.91,79.0,6.0,85.0,0.8588235294117647,0.9294117647058824,667.7564102564103
3393435e5f644a55.jpg,sports,track and field,499.0,419.0,open images,Track and field athletics,0.399361022,86,7,90,0.955555555555556,0.877777777777778,76.0,12.0,89.0,0.7191011235955056,0.8539325842696629,683.1927710843373
34699137ab6d2134.jpg,sports,rugby,420.0,630.0,open images,Rugby,1.0,73,3,86,0.848837209302326,0.813953488372093,127.0,25.0,157.0,0.6496815286624203,0.8089171974522293,636.6413793103449
34b4b1e00c8e05ce.jpg,sports,lacrosse,368.0,244.0,open images,Lacrosse,0.07480159,46,7,80,0.575,0.4875,41.0,12.0,72.0,0.4027777777777778,0.5694444444444444,614.3333333333334
3542231e42dc54cf.jpg,sports,skateboarding,456.0,304.0,open images,Skateboarder,0.107376483,62,3,91,0.681318681318681,0.648351648351648,47.0,6.0,74.0,0.5540540540540541,0.6351351351351351,751.1923076923077
3575fe8f13d43ff4.jpg,sports,rowing,259.0,346.0,open images,Watercraft rowing,0.08660254,63,13,98,0.642857142857143,0.510204081632653,105.0,17.0,156.0,0.5641025641025641,0.6730769230769231,698.4392523364486
38db4c55f3145ccf.jpg,sports,climbing,389.0,519.0,open images,Climbing,0.50743676,60,4,101,0.594059405940594,0.554455445544555,105.0,10.0,154.0,0.6168831168831169,0.6818181818181818,675.3853211009174
39dabf44b31cc631.jpg,sports,fitness,326.0,489.0,open images,Gym_Exercise,0.272165527,82,0,89,0.921348314606742,0.921348314606742,128.0,21.0,153.0,0.6993464052287581,0.8366013071895425,679.4379562043796
3b9dd07f35b55a43.jpg,sports,gymnastics,456.0,304.0,open images,Gymnastics,0.117523218,79,7,85,0.929411764705882,0.847058823529412,70.0,14.0,88.0,0.6363636363636364,0.7954545454545454,632.7317073170732
3bad69ad196d0b30.jpg,sports,fitness,444.0,679.0,open images,Gym_Exercise,0.121496752,76,2,80,0.95,0.925,74.0,16.0,90.0,0.6444444444444445,0.8222222222222222,659.9431818181819
3c4e294f8d735775.jpg,sports,field hockey,449.0,673.0,open images,Field hockey,0.129940139,94,5,117,0.803418803418803,0.760683760683761,120.0,33.0,153.0,0.5686274509803921,0.7843137254901961,647.3972602739726
3ee15aa26a7d7286.jpg,sports,figure skating,500.0,333.0,open images,Figure skating,0.162760417,74,1,94,0.787234042553192,0.776595744680851,70.0,7.0,90.0,0.7,0.7777777777777778,668.1756756756756
4423bc3fc1f1ea56.jpg,sports,karate,408.0,612.0,open images,Karate,0.157503198,86,7,95,0.905263157894737,0.831578947368421,71.0,18.0,83.0,0.6385542168674698,0.8554216867469879,630.1428571428571
44fbc46a57311ee9.jpg,sports,karate,248.0,330.0,open images,Karate,0.101309496,76,4,91,0.835164835164835,0.791208791208791,68.0,14.0,85.0,0.6352941176470588,0.8,634.5625
45219608ce9955ac.jpg,landscape,plantation,407.0,613.0,open images,Vineyard,0.601693866,73,2,102,0.715686274509804,0.696078431372549,106.0,11.0,153.0,0.6209150326797386,0.6928104575163399,657.6
4531575c47fa1304.jpg,sports,fitness,204.0,306.0,open images,Gym_Exercise,0.059063699,77,1,100,0.77,0.76,116.0,19.0,148.0,0.6554054054054054,0.7837837837837838,718.2213740458016
4592a320b99460e2.jpg,sports,karate,434.0,651.0,open images,Karate,0.342743313,94,22,103,0.912621359223301,0.699029126213592,128.0,44.0,147.0,0.5714285714285714,0.8707482993197279,619.2848484848485
46f09a0adfa8b30b.jpg,sports,figure skating,285.0,428.0,open images,Figure skating,0.174803021,85,3,97,0.876288659793814,0.845360824742268,52.0,8.0,72.0,0.6111111111111112,0.7222222222222222,598.4821428571429
47c3c79be6aa0974.jpg,sports,japanese martial arts,204.0,306.0,open images,Japanese martial arts,0.064433127,67,11,99,0.676767676767677,0.565656565656566,52.0,17.0,68.0,0.5147058823529411,0.7647058823529411,630.5230769230769
4882db1a7d20bbe3.jpg,sports,japanese martial arts,203.0,306.0,open images,Japanese martial arts,0.101926261,64,4,77,0.831168831168831,0.779220779220779,72.0,9.0,88.0,0.7159090909090909,0.8181818181818182,626.1772151898734
49bf04a42c9d83c1.jpg,sports,rugby,341.0,243.0,open images,Rugby,0.426584006,52,8,93,0.559139784946237,0.473118279569892,103.0,37.0,154.0,0.42857142857142855,0.6688311688311688,657.4626865671642
4b9c9aaaa30703cf.jpg,sports,volleyball,367.0,550.0,open images,Volleyball,0.27549873,81,11,105,0.771428571428571,0.666666666666667,68.0,14.0,89.0,0.6067415730337079,0.7640449438202247,667.2467532467532
4b9dd131b6d77acd.jpg,landscape,creek,216.0,288.0,open images,Creek,0.140954656,78,31,98,0.795918367346939,0.479591836734694,60.0,29.0,82.0,0.3780487804878049,0.7317073170731707,662.3132530120482
4e44723b000d7060.jpg,sports,volleyball,449.0,673.0,open images,Volleyball,0.219273984,71,2,92,0.771739130434783,0.75,57.0,9.0,73.0,0.6575342465753424,0.7808219178082192,650.0
4f00fa5d6b6671bd.jpg,sports,field hockey,204.0,306.0,open images,Field hockey,0.059063699,64,13,105,0.60952380952381,0.485714285714286,66.0,15.0,85.0,0.6,0.7764705882352941,634.68
4fc1bb40ea85f55f.jpg,landscape,snowscape,367.0,244.0,open images,Winter,0.106314659,46,3,77,0.597402597402597,0.558441558441558,50.0,10.0,82.0,0.4878048780487805,0.6097560975609756,647.9830508474577
54d149d732cd530b.jpg,sports,lacrosse,285.0,429.0,open images,Lacrosse,0.154305869,68,16,88,0.772727272727273,0.590909090909091,62.0,14.0,86.0,0.5581395348837209,0.7209302325581395,648.7123287671233
56136a5dd78b5454.jpg,sports,bicycling racing,490.0,733.0,open images,Bicycle racing_Road cycling,0.233990924,71,1,97,0.731958762886598,0.721649484536082,70.0,19.0,79.0,0.6455696202531646,0.8860759493670886,639.7857142857143
56892737ddff5688.jpg,landscape,jungle,355.0,569.0,open images,Jungle,0.338815464,52,2,88,0.590909090909091,0.568181818181818,52.0,9.0,87.0,0.4942528735632184,0.5977011494252874,677.8474576271186
57251d1cf556fa5e.jpg,sports,rugby,489.0,734.0,open images,Rugby,0.358855782,96,3,103,0.932038834951456,0.902912621359223,78.0,14.0,90.0,0.7111111111111111,0.8666666666666667,656.6444444444444
577f77b326ff65e7.jpg,sports,lacrosse,491.0,732.0,open images,Lacrosse,0.309965159,91,14,107,0.850467289719626,0.719626168224299,74.0,19.0,89.0,0.6179775280898876,0.8314606741573034,625.8351648351648
59f63a830a92100f.jpg,sports,swimming,489.0,734.0,open images,Swimmer,0.141752879,102,2,106,0.962264150943396,0.943396226415094,79.0,13.0,85.0,0.7764705882352941,0.9294117647058824,606.3793103448276
5b9c255e8e71e864.jpg,landscape,jungle,490.0,733.0,open images,Jungle,0.189393939,102,3,114,0.894736842105263,0.868421052631579,61.0,10.0,69.0,0.7391304347826086,0.8840579710144928,670.223880597015
5ba69198a3acd712.jpg,sports,roller skating,349.0,232.0,open images,Person_Roller skating,0.454760348,96,0,101,0.95049504950495,0.95049504950495,71.0,10.0,78.0,0.782051282051282,0.9102564102564102,641.6533333333333
5ba82a78da57b025.jpg,sports,fitness,367.0,551.0,open images,Gym_Exercise,0.478415965,94,0,112,0.839285714285714,0.839285714285714,116.0,12.0,152.0,0.6842105263157895,0.7631578947368421,705.3781512605042
5c3d7e1e55326af8.jpg,sports,karate,331.0,215.0,open images,Karate,0.196142102,71,6,93,0.763440860215054,0.698924731182796,83.0,10.0,93.0,0.7849462365591398,0.8924731182795699,656.1058823529412
5e147e154a4e1d10.jpg,sports,climbing,346.0,259.0,open images,Climbing,0.08660254,62,5,96,0.645833333333333,0.59375,110.0,18.0,156.0,0.5897435897435898,0.7051282051282052,683.5862068965517
5e3a2b6e7943040f.jpg,landscape,jungle,259.0,346.0,open images,Jungle,0.094958926,46,4,97,0.474226804123711,0.43298969072165,42.0,4.0,85.0,0.4470588235294118,0.49411764705882355,577.0731707317074
64290af3b5a7e7cb.jpg,landscape,jungle,367.0,551.0,open images,Jungle,0.43065849,82,3,98,0.836734693877551,0.806122448979592,123.0,30.0,152.0,0.6118421052631579,0.8092105263157895,669.4930555555555
64294d928f12d0b9.jpg,sports,bicycling racing,244.0,367.0,open images,Bicycle racing_Road cycling,0.28710566,77,7,105,0.733333333333333,0.666666666666667,75.0,12.0,88.0,0.7159090909090909,0.8522727272727273,648.2592592592592
64d859e02180217e.jpg,sports,gymnastics,380.0,420.0,open images,Gymnastics,0.140177818,87,1,99,0.878787878787879,0.868686868686869,76.0,3.0,85.0,0.8588235294117647,0.8941176470588236,643.2597402597403
6640cb58a84d1828.jpg,sports,lacrosse,422.0,591.0,open images,Lacrosse,0.135397997,76,6,111,0.684684684684685,0.630630630630631,34.0,6.0,69.0,0.4057971014492754,0.4927536231884058,708.6923076923077
6766c11caf4ca2f9.jpg,sports,field hockey,499.0,666.0,open images,Field hockey,0.833333333,71,4,83,0.855421686746988,0.807228915662651,66.0,8.0,85.0,0.6823529411764706,0.7764705882352941,659.0579710144928
676bec8ddc1c130d.jpg,sports,archery,285.0,429.0,open images,Target archery_Sports,0.100154545,77,0,88,0.875,0.875,56.0,11.0,70.0,0.6428571428571429,0.8,672.8412698412699
68b7b352e297f202.jpg,sports,rowing,326.0,490.0,open images,Watercraft rowing,0.306713836,72,6,98,0.73469387755102,0.673469387755102,60.0,15.0,86.0,0.5232558139534884,0.6976744186046512,670.3714285714286
690fd08f9b5af89c.jpg,sports,bicycling racing,449.0,673.0,open images,Bicycle racing_Road cycling,0.220566365,78,7,88,0.886363636363636,0.806818181818182,67.0,11.0,73.0,0.7671232876712328,0.9178082191780822,702.8767123287671
6a71ffc629306ddb.jpg,landscape,plantation,288.0,216.0,open images,Plantation,0.127057718,34,7,100,0.34,0.27,72.0,10.0,157.0,0.39490445859872614,0.4585987261146497,624.7435897435897
6c217757caa59d1a.jpg,sports,field hockey,434.0,652.0,open images,Field hockey,0.637583559,67,9,92,0.728260869565217,0.630434782608696,49.0,19.0,67.0,0.44776119402985076,0.7313432835820896,656.276923076923
6c2d44f9a68bbe96.jpg,landscape,creek,382.0,286.0,open images,Creek,0.478246621,71,1,106,0.669811320754717,0.660377358490566,58.0,12.0,90.0,0.5111111111111111,0.6444444444444445,627.0307692307692
6ce2d149d4ed4a8d.jpg,sports,climbing,303.0,404.0,open images,Climbing,0.252590743,95,1,103,0.922330097087379,0.912621359223301,132.0,27.0,151.0,0.695364238410596,0.8741721854304636,624.7236842105264
6d4783212cb07333.jpg,landscape,wetland,366.0,552.0,open images,Wetland,0.539272258,81,6,115,0.704347826086957,0.652173913043478,112.0,31.0,160.0,0.50625,0.7,597.1221374045801
6ddde7a28c680948.jpg,sports,climbing,245.0,367.0,open images,Climbing,0.316131185,38,5,102,0.372549019607843,0.323529411764706,49.0,11.0,85.0,0.4470588235294118,0.5764705882352941,662.4
6f8f4097a2f50e91.jpg,sports,skateboarding,349.0,232.0,open images,Skateboarder,0.089829205,65,0,88,0.738636363636364,0.738636363636364,59.0,5.0,75.0,0.72,0.7866666666666666,693.6031746031746
70b5c729686aa098.jpg,sports,swimming,304.0,402.0,open images,Swimmer,0.318854229,60,4,81,0.740740740740741,0.691358024691358,75.0,13.0,95.0,0.6526315789473685,0.7894736842105263,636.2168674698795
70db1b2825f4088c.jpg,sports,climbing,461.0,346.0,open images,Climbing,0.141507419,72,3,110,0.654545454545455,0.627272727272727,56.0,11.0,86.0,0.5232558139534884,0.6511627906976745,620.2063492063492
74f60e61ddeb2346.jpg,sports,swimming,239.0,376.0,open images,Swimmer,0.072441582,89,11,105,0.847619047619048,0.742857142857143,55.0,8.0,72.0,0.6527777777777778,0.7638888888888888,708.457627118644
770b7a6fccae6986.jpg,landscape,wetland,389.0,519.0,open images,Wetland,0.169145587,49,4,95,0.515789473684211,0.473684210526316,46.0,11.0,76.0,0.4605263157894737,0.6052631578947368,696.7735849056604
774a20234749713f.jpg,sports,volleyball,456.0,305.0,open images,Volleyball,0.145892512,73,5,95,0.768421052631579,0.715789473684211,64.0,11.0,71.0,0.7464788732394366,0.9014084507042254,613.7605633802817
7c718f850fba4d2f.jpg,sports,skateboarding,353.0,254.0,open images,Skateboarder,0.160349827,53,6,75,0.706666666666667,0.626666666666667,45.0,9.0,72.0,0.5,0.625,720.5686274509804
7e9596503b795607.jpg,sports,climbing,408.0,612.0,open images,Climbing,0.157503198,89,2,105,0.847619047619048,0.828571428571429,63.0,6.0,78.0,0.7307692307692307,0.8076923076923077,662.2622950819672
8368df58858084dd.jpg,landscape,plantation,285.0,429.0,open images,Plantation,0.175537264,82,3,94,0.872340425531915,0.840425531914894,69.0,5.0,85.0,0.7529411764705882,0.8117647058823529,582.8823529411765
83b7de7cc77bedd8.jpg,sports,track and field,349.0,232.0,open images,Track and field athletics,0.130020024,58,2,86,0.674418604651163,0.651162790697674,48.0,8.0,72.0,0.5555555555555556,0.6666666666666666,662.9622641509434
84ebed9f630e379a.jpg,sports,ice hockey,396.0,630.0,open images,Ice hockey,0.141584556,83,21,102,0.813725490196078,0.607843137254902,126.0,38.0,151.0,0.5827814569536424,0.8344370860927153,629.70625
865c492b335e9890.jpg,sports,golf,367.0,244.0,open images,Golfer,0.070876439,88,11,111,0.792792792792793,0.693693693693694,67.0,20.0,84.0,0.5595238095238095,0.7976190476190477,628.074074074074
86e9451ce692d4e6.jpg,sports,lacrosse,326.0,490.0,open images,Lacrosse,0.159888373,79,14,91,0.868131868131868,0.714285714285714,119.0,28.0,148.0,0.6148648648648649,0.8040540540540541,670.9117647058823
8797c6121f65e4e3.jpg,landscape,badlands,303.0,404.0,open images,Badlands,0.315738428,101,3,112,0.901785714285714,0.875,57.0,6.0,78.0,0.6538461538461539,0.7307692307692307,640.6833333333333
87cd2486757696e5.jpg,landscape,plantation,453.0,339.0,open images,Vineyard,0.138798688,67,1,104,0.644230769230769,0.634615384615385,96.0,10.0,154.0,0.5584415584415584,0.6233766233766234,674.79
8f82fbb148cbb7b4.jpg,sports,ice hockey,489.0,734.0,open images,Ice hockey,0.189003838,53,7,88,0.602272727272727,0.522727272727273,54.0,18.0,73.0,0.4931506849315068,0.7397260273972602,672.2352941176471
919170eeb33e7a6a.jpg,sports,fitness,203.0,306.0,open images,Gym_Exercise,0.071538961,67,3,95,0.705263157894737,0.673684210526316,57.0,3.0,85.0,0.6352941176470588,0.6705882352941176,611.0185185185185
97fd040545ec747a.jpg,sports,swimming,303.0,404.0,open images,Swimmer,0.252590743,95,6,105,0.904761904761905,0.847619047619048,64.0,4.0,73.0,0.821917808219178,0.8767123287671232,641.4761904761905
9b2823448b008dec.jpg,sports,swimming,203.0,306.0,open images,Swimmer,0.101926261,75,3,98,0.76530612244898,0.73469387755102,130.0,17.0,149.0,0.7583892617449665,0.87248322147651,638.0944881889764
9c2452fbe657faf8.jpg,sports,track and field,433.0,577.0,open images,Track and field athletics,0.281909311,98,0,107,0.91588785046729,0.91588785046729,57.0,3.0,76.0,0.7105263157894737,0.75,677.6491228070175
9e11f75d740f84fe.jpg,sports,bicycling racing,216.0,288.0,open images,Bicycle racing_Road cycling,0.072168784,78,28,109,0.715596330275229,0.458715596330275,66.0,23.0,82.0,0.524390243902439,0.8048780487804879,605.7142857142857
a017ac25346efdcd.jpg,landscape,jungle,259.0,346.0,open images,Jungle,0.216506351,47,11,90,0.522222222222222,0.4,46.0,13.0,84.0,0.39285714285714285,0.5476190476190477,648.8181818181819
a0c5e577c169edb2.jpg,sports,skateboarding,342.0,456.0,open images,Skateboarder,0.139911572,87,4,106,0.820754716981132,0.783018867924528,52.0,7.0,69.0,0.6521739130434783,0.7536231884057971,671.6792452830189
a0c9618ba54fff18.jpg,landscape,badlands,472.0,464.0,open images,Badlands,0.176550122,77,1,97,0.793814432989691,0.783505154639175,48.0,10.0,75.0,0.5066666666666667,0.64,663.3584905660377
a3ede9354b3f5cd5.jpg,sports,track and field,334.0,513.0,open images,Track and field athletics,0.169850795,82,1,103,0.796116504854369,0.786407766990291,67.0,7.0,86.0,0.6976744186046512,0.7790697674418605,666.5588235294117
a53d2e1a88a91017.jpg,sports,volleyball,467.0,705.0,open images,Volleyball,0.688860252,79,7,113,0.699115044247788,0.63716814159292,54.0,10.0,85.0,0.5176470588235295,0.6352941176470588,706.5409836065573
a6076d1eda69f0f1.jpg,sports,rowing,244.0,367.0,open images,Watercraft rowing,0.094501919,53,3,102,0.519607843137255,0.490196078431373,52.0,3.0,84.0,0.5833333333333334,0.6190476190476191,717.4313725490196
a6478a1638644647.jpg,sports,japanese martial arts,244.0,367.0,open images,Japanese martial arts,0.138860052,72,5,85,0.847058823529412,0.788235294117647,76.0,13.0,85.0,0.7411764705882353,0.8941176470588236,650.0
a6fe554f214c9f6d.jpg,landscape,snowscape,433.0,577.0,open images,Winter,0.158264876,58,7,88,0.659090909090909,0.579545454545455,52.0,7.0,86.0,0.5232558139534884,0.6046511627906976,646.0
a70377d1fbaf2bc0.jpg,sports,roller skating,460.0,657.0,open images,Person_Roller skating,0.140774304,99,4,111,0.891891891891892,0.855855855855856,76.0,6.0,87.0,0.8045977011494253,0.8735632183908046,689.1891891891892
a73d5ae43671e30c.jpg,landscape,plantation,447.0,675.0,open images,Plantation,0.299383144,81,1,107,0.757009345794392,0.747663551401869,62.0,8.0,86.0,0.627906976744186,0.7209302325581395,651.463768115942
a77992ff3c343a75.jpg,sports,roller skating,312.0,234.0,open images,Person_Roller skating,0.390194594,69,13,101,0.683168316831683,0.554455445544555,63.0,14.0,89.0,0.550561797752809,0.7078651685393258,676.2816901408451
a88dd69d1b786a6f.jpg,sports,rugby,400.0,600.0,open images,Rugby,1.0,85,5,91,0.934065934065934,0.879120879120879,67.0,12.0,79.0,0.6962025316455697,0.8481012658227848,672.1538461538462
a8feca346e12cda2.jpg,sports,roller skating,189.0,329.0,open images,Person_Roller skating,0.190946764,51,5,106,0.481132075471698,0.433962264150943,99.0,18.0,152.0,0.5328947368421053,0.6513157894736842,674.1775700934579
ab559258b93a2f38.jpg,sports,rugby,338.0,472.0,open images,Rugby,0.204655581,72,6,114,0.631578947368421,0.578947368421053,58.0,16.0,78.0,0.5384615384615384,0.7435897435897436,685.9701492537314
abfe2c7d1a3c1aa5.jpg,landscape,lake,216.0,288.0,open images,Lake,0.11137158,49,22,82,0.597560975609756,0.329268292682927,73.0,30.0,88.0,0.48863636363636365,0.8295454545454546,670.9175257731958
ac260e25915895d8.jpg,sports,figure skating,368.0,554.0,open images,Figure skating,0.541650376,92,1,112,0.821428571428571,0.8125,58.0,7.0,71.0,0.7183098591549296,0.8169014084507042,693.1964285714286
ac3390421ba8e3dc.jpg,landscape,badlands,285.0,428.0,open images,Badlands,0.110252239,71,5,94,0.75531914893617,0.702127659574468,130.0,19.0,160.0,0.69375,0.8125,652.7028985507246
ac36d564ad0b93e1.jpg,sports,gymnastics,204.0,306.0,open images,Gymnastics,0.087381911,77,2,103,0.747572815533981,0.728155339805825,52.0,3.0,73.0,0.6712328767123288,0.7123287671232876,742.0192307692307
ac7c8233108052d9.jpg,sports,rugby,306.0,204.0,open images,Rugby,0.204124145,66,11,84,0.785714285714286,0.654761904761905,45.0,9.0,73.0,0.4931506849315068,0.6164383561643836,711.4901960784314
ac879fc4fd66b750.jpg,landscape,snowscape,232.0,387.0,open images,Winter,0.302576824,73,1,107,0.682242990654206,0.672897196261682,66.0,13.0,86.0,0.6162790697674418,0.7674418604651163,606.5866666666667
